transaction_id,account_id,date,region,txn_type,merchant,amount
2062,100279,2024-01-26,East,Deposit,—,68.76
2203,100390,2024-01-26,East,Transfer,—,-82.36
1451,100088,2024-01-26,South,Withdrawal,—,-161.34
873,100379,2024-01-26,East,Online,Google,-236.62
2949,100486,2024-01-26,East,Transfer,—,168.7
3885,100335,2024-01-26,West,Deposit,—,166.55
1736,100104,2024-01-27,North,Deposit,—,219.27
1353,100402,2024-01-27,South,Withdrawal,—,-174.5
3630,100353,2024-01-27,East,Deposit,—,153.14
2164,100124,2024-01-27,North,Withdrawal,—,-119.54
2283,100380,2024-01-27,West,Transfer,—,41.46
317,100480,2024-01-27,East,Deposit,—,163.97
1767,100399,2024-01-27,South,Withdrawal,—,-51.64
1759,100207,2024-01-27,East,Withdrawal,—,-211.15
887,100363,2024-01-28,West,Transfer,—,102.32
3205,100443,2024-01-28,North,Withdrawal,—,-91.35
697,100068,2024-01-28,West,Withdrawal,—,-287.66
110,100108,2024-01-28,East,Withdrawal,—,-24.57
2898,100221,2024-01-28,West,Withdrawal,—,-105.15
3740,100283,2024-01-28,East,POS,Lyft,-160.39
1964,100013,2024-01-28,North,Transfer,—,-216.02
3326,100328,2024-01-28,East,Online,Starbucks,-30.75
3774,100249,2024-01-28,East,Withdrawal,—,-103.18
165,100137,2024-01-28,West,POS,Walmart,-371.64
3771,100181,2024-01-28,South,Withdrawal,—,-108.26
3877,100436,2024-01-28,South,Deposit,—,148.83
907,100145,2024-01-28,South,Transfer,—,-108.12
2560,100478,2024-01-28,West,POS,Target,-124.51
1331,100238,2024-01-29,South,POS,Target,-71.29
1376,100295,2024-01-29,North,Transfer,—,-35.92
1592,100173,2024-01-29,East,Withdrawal,—,-133.11
1716,100485,2024-01-29,West,Fee,—,-50.55
615,100263,2024-01-29,North,POS,Walmart,-99.09
3809,100471,2024-01-29,South,Withdrawal,—,-68.2
1153,100404,2024-01-29,North,Withdrawal,—,-91.79
1506,100345,2024-01-29,West,Withdrawal,—,-129.01
2646,100110,2024-01-29,East,Transfer,—,-73.51
150,100278,2024-01-29,East,Transfer,—,77.92
2523,100127,2024-01-29,East,Transfer,—,107.46
2752,100050,2024-01-30,South,POS,Target,-28.91
2324,100220,2024-01-30,West,Deposit,—,195.36
3358,100243,2024-01-30,North,Withdrawal,—,-317.46
3418,100245,2024-01-30,North,Transfer,—,14.93
802,100245,2024-01-30,West,Online,BestBuy,-55.09
3110,100231,2024-01-30,South,Withdrawal,—,-106.57
3662,100385,2024-01-30,West,Withdrawal,—,-78.41
2663,100363,2024-01-30,East,Deposit,—,269.14
3574,100040,2024-01-30,South,Withdrawal,—,-96.49
3646,100333,2024-01-31,West,Withdrawal,—,-121.62
2419,100198,2024-01-31,North,Fee,—,-42.62
1657,100270,2024-01-31,South,Withdrawal,—,-68.17
3753,100471,2024-01-31,East,Deposit,—,45.89
960,100061,2024-01-31,East,Deposit,—,75.32
2831,100440,2024-01-31,North,Withdrawal,—,-125.13
3399,100255,2024-01-31,East,Refund,—,73.04
1801,100180,2024-02-01,North,Withdrawal,—,-155.63
1221,100202,2024-02-01,West,Deposit,—,43.32
2998,100441,2024-02-01,West,Withdrawal,—,-64.39
2932,100117,2024-02-01,West,Withdrawal,—,-94.26
3650,100081,2024-02-01,East,Withdrawal,—,-132.96
2618,100324,2024-02-01,East,Withdrawal,—,-115.24
508,100378,2024-02-02,North,Transfer,—,67.43
1717,100027,2024-02-02,West,Fee,—,-38.92
306,100269,2024-02-02,West,Transfer,—,-187.76
3835,100412,2024-02-02,North,POS,Shell,-50.36
115,100146,2024-02-02,South,POS,Starbucks,-111.24
3046,100332,2024-02-03,South,POS,Shell,-158.59
1496,100487,2024-02-03,West,Online,Target,-70.23
928,100321,2024-02-03,East,Deposit,—,115.71
1344,100308,2024-02-03,North,Withdrawal,—,-106.95
2502,100056,2024-02-03,East,Deposit,—,87.83
815,100445,2024-02-03,South,Withdrawal,—,-96.02
855,100304,2024-02-03,East,Deposit,—,127.29
762,100371,2024-02-03,South,POS,Starbucks,-185.22
524,100163,2024-02-04,East,Transfer,—,-41.05
3179,100288,2024-02-04,West,POS,Target,-184.0
3108,100110,2024-02-04,South,Transfer,—,-30.92
709,100318,2024-02-04,West,Transfer,—,402.13
2013,100336,2024-02-04,East,Withdrawal,—,-54.81
1901,100422,2024-02-04,South,Withdrawal,—,-14.04
3166,100426,2024-02-04,South,Withdrawal,—,-71.9
3592,100223,2024-02-04,South,Deposit,—,83.58
2803,100413,2024-02-04,North,Withdrawal,—,-113.13
124,100270,2024-02-04,South,POS,Lyft,-69.36
1028,100236,2024-02-04,West,Withdrawal,—,-92.44
3425,100486,2024-02-04,South,Fee,—,-73.22
59,100113,2024-02-04,West,POS,Starbucks,-188.82
327,100012,2024-02-04,South,Withdrawal,—,-53.66
3562,100245,2024-02-04,West,Transfer,—,-85.3
546,100340,2024-02-05,West,Withdrawal,—,-256.63
2834,100380,2024-02-05,North,Withdrawal,—,-210.94
151,100364,2024-02-05,South,Withdrawal,—,-105.8
2309,100223,2024-02-05,West,Deposit,—,102.77
963,100392,2024-02-05,South,Withdrawal,—,-131.29
2268,100283,2024-02-05,East,Withdrawal,—,-133.04
382,100117,2024-02-05,East,POS,Walmart,-110.52
1397,100012,2024-02-05,South,Withdrawal,—,-352.9
3997,100404,2024-02-05,North,Transfer,—,-86.55
2190,100333,2024-02-05,East,POS,Walmart,-91.89
1286,100229,2024-02-05,East,POS,Delta,-78.08
1893,100359,2024-02-06,East,Deposit,—,57.78
1692,100492,2024-02-06,West,Transfer,—,-130.02
338,100088,2024-02-06,North,Withdrawal,—,-120.0
552,100131,2024-02-06,South,Transfer,—,-92.54
3582,100483,2024-02-06,South,POS,Lyft,-210.82
1609,100245,2024-02-06,North,Withdrawal,—,-54.04
3421,100278,2024-02-06,South,POS,Netflix,-112.53
3258,100108,2024-02-06,South,Transfer,—,207.06
268,100476,2024-02-06,East,Transfer,—,105.19
3580,100177,2024-02-06,North,Transfer,—,-186.69
311,100215,2024-02-07,South,Deposit,—,42.87
1018,100444,2024-02-07,North,Withdrawal,—,-103.16
2344,100387,2024-02-07,West,Withdrawal,—,-105.93
1604,100472,2024-02-07,North,Transfer,—,102.17
2569,100316,2024-02-07,North,Withdrawal,—,-191.49
996,100382,2024-02-07,East,Withdrawal,—,-70.56
3103,100091,2024-02-07,South,Fee,—,-151.88
3198,100342,2024-02-07,East,POS,Airbnb,-153.56
1127,100037,2024-02-07,North,Withdrawal,—,-36.81
1084,100339,2024-02-07,South,Refund,—,56.3
2721,100426,2024-02-07,North,Deposit,—,152.61
250,100193,2024-02-08,South,Fee,—,-120.44
1504,100076,2024-02-08,West,Withdrawal,—,-114.35
586,100202,2024-02-08,North,Online,Shell,-185.03
373,100139,2024-02-08,South,Transfer,—,88.79
766,100044,2024-02-08,North,Deposit,—,266.58
1662,100440,2024-02-08,East,Withdrawal,—,-100.21
638,100057,2024-02-08,North,Withdrawal,—,-181.75
3985,100060,2024-02-08,South,Deposit,—,27.49
909,100383,2024-02-08,East,POS,Delta,-77.16
1726,100217,2024-02-08,North,Deposit,—,111.76
3089,100452,2024-02-08,West,Online,Uber,-206.33
1072,100277,2024-02-08,North,Deposit,—,162.4
477,100289,2024-02-08,South,Transfer,—,80.34
3325,100498,2024-02-08,South,Transfer,—,-232.56
3268,100342,2024-02-08,East,Deposit,—,240.91
1416,100374,2024-02-08,South,POS,HomeDepot,-45.11
2033,100287,2024-02-08,South,Withdrawal,—,-46.7
2621,100071,2024-02-08,West,Transfer,—,-85.76
2184,100313,2024-02-08,West,Withdrawal,—,-37.39
1485,100226,2024-02-08,South,Withdrawal,—,-27.46
1615,100095,2024-02-09,East,Deposit,—,268.83
961,100255,2024-02-09,South,Refund,—,59.44
1599,100268,2024-02-09,West,Deposit,—,30.88
1321,100214,2024-02-09,East,Transfer,—,90.5
1624,100093,2024-02-09,North,Withdrawal,—,-147.39
1626,100111,2024-02-09,East,Withdrawal,—,-91.11
1937,100489,2024-02-09,South,Withdrawal,—,-153.84
2453,100265,2024-02-09,North,Withdrawal,—,-11.17
2987,100143,2024-02-09,South,Withdrawal,—,-282.47
109,100115,2024-02-10,East,Transfer,—,-57.53
3313,100490,2024-02-10,East,POS,Google,-116.92
3047,100194,2024-02-10,West,Withdrawal,—,-56.46
3260,100286,2024-02-10,North,Deposit,—,73.57
91,100370,2024-02-10,North,Online,Walmart,-59.7
1849,100112,2024-02-10,North,Refund,—,130.89
700,100139,2024-02-10,South,Online,Lyft,-55.55
1343,100230,2024-02-10,East,Transfer,—,-39.4
1952,100016,2024-02-10,East,Online,HomeDepot,-87.26
3149,100248,2024-02-10,South,Transfer,—,-18.96
3267,100176,2024-02-10,East,Transfer,—,-83.86
3367,100108,2024-02-10,North,Withdrawal,—,-123.71
1811,100470,2024-02-10,South,Online,Apple,-104.72
3741,100105,2024-02-10,North,Withdrawal,—,-111.35
933,100447,2024-02-11,North,Withdrawal,—,-239.75
589,100450,2024-02-11,East,Online,Target,-100.39
3447,100219,2024-02-11,East,Deposit,—,59.1
2513,100279,2024-02-11,East,Transfer,—,326.34
1052,100061,2024-02-11,South,Deposit,—,201.66
137,100476,2024-02-11,West,Deposit,—,50.73
2511,100124,2024-02-11,South,Online,HomeDepot,-165.42
1077,100206,2024-02-11,South,Fee,—,-165.16
1341,100275,2024-02-11,West,POS,Walmart,-77.79
2372,100440,2024-02-11,East,Withdrawal,—,-169.67
1414,100129,2024-02-11,North,Fee,—,-239.16
2253,100140,2024-02-11,South,Online,Starbucks,-196.98
2955,100134,2024-02-11,South,POS,HomeDepot,-8.88
2977,100449,2024-02-11,East,Transfer,—,135.88
2264,100324,2024-02-11,West,Withdrawal,—,-102.19
2899,100291,2024-02-12,East,Withdrawal,—,-168.29
2141,100467,2024-02-12,North,Withdrawal,—,-105.89
2426,100409,2024-02-12,North,Deposit,—,63.13
3844,100401,2024-02-12,North,Deposit,—,232.06
516,100283,2024-02-12,South,POS,Starbucks,-183.1
821,100174,2024-02-12,North,Deposit,—,85.43
2548,100479,2024-02-12,East,POS,Delta,-38.8
3244,100370,2024-02-12,North,Withdrawal,—,-61.52
2953,100273,2024-02-13,West,Online,BestBuy,-60.36
71,100104,2024-02-13,South,Withdrawal,—,-14.21
1427,100127,2024-02-13,South,Transfer,—,107.85
517,100448,2024-02-13,West,Deposit,—,124.68
3789,100493,2024-02-13,South,POS,Walmart,-230.5
2652,100325,2024-02-13,West,POS,Target,-177.87
1999,100013,2024-02-13,West,Transfer,—,108.03
3994,100225,2024-02-13,West,Refund,—,116.35
657,100184,2024-02-13,South,POS,Apple,-118.98
167,100390,2024-02-13,West,Deposit,—,140.36
2850,100259,2024-02-13,West,Deposit,—,128.38
3854,100439,2024-02-14,East,POS,Airbnb,-108.39
161,100053,2024-02-14,North,Withdrawal,—,-27.17
1643,100416,2024-02-14,South,Deposit,—,60.32
3275,100027,2024-02-14,East,POS,Shell,-132.15
1654,100207,2024-02-14,South,Withdrawal,—,-112.9
3608,100023,2024-02-14,North,Online,Target,-102.81
3406,100297,2024-02-14,North,Deposit,—,82.31
3498,100082,2024-02-15,West,Refund,—,138.42
3274,100400,2024-02-15,East,Deposit,—,173.01
1672,100189,2024-02-15,North,POS,BestBuy,-78.66
334,100079,2024-02-15,North,Withdrawal,—,-144.62
854,100313,2024-02-15,South,POS,Airbnb,-183.1
1813,100086,2024-02-15,North,Withdrawal,—,-50.57
708,100060,2024-02-15,East,Transfer,—,11.35
3921,100287,2024-02-15,East,Withdrawal,—,-57.61
3102,100440,2024-02-15,East,POS,Lyft,-41.3
1366,100215,2024-02-15,East,POS,Airbnb,-57.08
3793,100362,2024-02-15,North,Transfer,—,-42.15
1775,100024,2024-02-15,West,Withdrawal,—,-137.23
862,100170,2024-02-16,South,Withdrawal,—,-32.12
1565,100382,2024-02-16,North,Deposit,—,378.81
3188,100409,2024-02-16,South,POS,Netflix,-41.06
